identifier	name	definition	synonyms	alts	parents	species
11F111%28TURRIS%20DAVIDICA%29	symbols of Mary from litanies: Turris Davidica					
11F111%28TURRIS%20EBURNEA%29	symbols of Mary from litanies: Turris eburnea					
11F112	Mary or Madonna with symbols of the Lauretanian Litany					
11F12	monograms of Mary					
11F13	coat of arms of Mary					
11F14	'Defensorium inviolatae virginitatis'; symbols of virginal motherhood					
11F15	prefigurations of Mary; Mary and her prefigurations					
11F2	Mary (without the Christ-child)					
11F21	Mary as child					
11F22	'portraits' of Mary					
11F23	upright figures of Mary without the Christ-child					
11F231	Mary as orante (sometimes called 'Blacherniotissa')					
11F232	'Immaculata', 'Purisima': Mary, usually standing on a crescent moon, descending from heaven, exempt from original sin (sometimes trampling serpent)					
11F2321	'Immaculata', 'Purisima': Mary with saints					
11F233	Mary standing or resting on the earth					
11F234	pregnant Mary, Our Lady of Expectation, 'Madonna del Parto'					
11F2341	pregnant Mary, Christ-child visible					
11F235	opening Virgin					
11F2351	Trinity inside the opening Virgin					
11F2352	Passion of Christ inside the opening Virgin					
11F236	'Aehrenkleidmaria' (sometimes with Christ-child)					
11F24	sitting figures of Mary (alone)					
11F241	Our Lady of the Sorrows					
11F2411	the (Seven) Sorrows of Mary					
11F2412	Mary pierced by seven swords					
11F242	Our Lady of the Joys					
11F2421	the (Seven) Joys of Mary					
11F243	Mary and the unicorn					
11F244	Mary enthroned					
11F25	'Mater Dolorosa'					
11F251	Mary weeping					
11F252	Mary pierced by a sword					
11F253	Mary with the instruments of the Passion					
11F26	other types of Mary (alone)					
11F261	Mary as bride of the Holy Ghost (with a dove on her bosom)					
11F262	Mary as shepherdess					
11F263	Mary as pilgrim					
11F264	Mary as hermit (after Christ's death), 'Nostra señora de la Soledad'					
11F265	Mary as doctor					
11F266	Mary conquering the devil					
11F267	Mary saving soul(s)					
11F268	Mary as priestess, administering the Eucharist					
11F3	Mary (without Christ-child), together with others					
11F31	Mary interceding (with Christ), 'Maria Mediatrix' (sometimes Mary showing her breasts)					
11F32	Mary together with mortals, who adore her, or implore her to help					
11F33	Mary giving milk from her breasts, 'Lactatio'					
11F34	Mary protecting mankind against the plague, e.g. by hiding people under her cloak; 'Pestbild'					
11F35	Mary as Queen of the apostles					
11F36	triumph of Mary, on triumphal chariot					
11F4	Madonna: i.e. Mary with the Christ-child					
11F41	Madonna: Mary standing (or half-length), Christ-child close to her bosom					
11F411	Mary standing (or half-length), the Christ-child in front of her, close to her bosom					
11F4111	Mary standing (or half-length), the Christ-child in front of her, close to her bosom; standing					
11F4112	Mary standing (or half-length), the Christ-child in front of her, close to her bosom; sitting					
11F41121	'Nikopoia' ~ Madonna					
11F4113	Mary standing (or half-length), the Christ-child in front of her, close to her bosom; lying					
11F412	Mary standing (or half-length), the Christ-child on her arm (Christ-child to Mary's left)					
11F4121	Mary standing (or half-length), the Christ-child standing on her arm (Christ-child to Mary's left)					
11F4122	Mary standing (or half-length), the Christ-child sitting on her arm (Christ-child to Mary's left)					
11F41221	'Hodegetria' ~ Madonna					
11F41222	'Dexiocratousa' ~ Madonna					
11F41223	'Eleousa', 'Glykophilousa' ~ Madonna					
11F4123	Mary standing (or half-length), the Christ-child lying on her arm (Christ-child to Mary's left)					
11F41231	'Galaktotrophousa' ~ Madonna					
11F413	specific types of standing (or half-length) Madonna's, without others					
11F4131	'Platytera', i.e. Mary in orans-position with the Christ-child in a clipeus in front of her					
11F41311	Mary, usually with the Christ-child, in orans-position in a fountain (of life)					
11F4132	Madonna on the crescent of the moon (sometimes called Queen of Heaven) (in mandorla)					
11F4133	Christ-child on Mary's arm fighting the dragon					
11F4134	'Madonna della Vittoria', triumphing, e.g. over Protestantism					
11F4135	'Marianum', Madonna in aureole or mandorla (surrounded by the rosary), Mary in the Glory					
11F4136	Madonna on a column, 'Mariensäule'					
11F4137	Madonna standing (or sitting) on a lion (of Judah)					
11F42	Madonna: Mary sitting or enthroned, the Christ-child in her lap (or in front of her bosom) (Mary sometimes represented half-length)					
11F421	Mary sitting or enthroned, the Christ-child in front of her in her lap (or in front of her bosom)					
11F4211	Mary sitting or enthroned, the Christ-child in front of her, standing in her lap (or in front of her bosom)					
11F4212	Mary sitting or enthroned, the Christ-child in front of her, sitting in her lap (or in front of her bosom)					
11F42121	'Sedes Sapientiae'					
11F42122	Madonna (or Mary alone) on the throne of Solomon, sometimes surrounded by virtues					
11F4213	Mary sitting or enthroned, the Christ-child in front of her, lying in her lap (or in front of her bosom), sometimes in Pietà-posture					
11F422	Mary sitting or enthroned, the Christ-child on her knee (Christ-child to Mary's left)					
11F4221	Mary sitting or enthroned, the Christ-child standing on her knee (Christ-child to Mary's left)					
11F4222	Mary sitting or enthroned, the Christ-child sitting on her knee (Christ-child to Mary's left)					
11F4223	Mary sitting or enthroned, the Christ-child lying on her knee (Christ-child to Mary's left)					
11F423	specific types of Madonna's sitting or enthroned (without others)					
11F4231	Madonna in the rose-garden, 'Paradiesgärtlein'					
11F4232	Madonna surrounded by a garland of flowers (or fruits)					
