identifier	name	definition	synonyms	alts	parents	species
PA166153539						
PA166153540						
PA166153541						
PA166153542						
PA166153543						
PA166153544						
PA166153545						
PA166153546						
PA166153547						
PA166153548						
PA166153549						
PA166153550						
PA166153551						
PA166153552						
PA166153553						
PA166153554						
PA166153555						
PA166153556						
PA166153557						
PA166153558						
PA166153559						
PA166153560						
PA166153561						
PA166153562						
PA166153563						
PA166153564						
PA166153565						
PA166153566						
PA166153567						
PA166153568						
PA166153569						
PA166153570						
PA166153571						
PA166153572						
PA166153573						
PA166153574						
PA166153575						
PA166153576						
PA166153577						
PA166153578						
PA166153579						
PA166153580						
PA166153581						
PA166153582						
PA166153583						
PA166153584						
PA166153585						
PA166153586						
PA166153587						
PA166153588						
PA166153589						
PA166153590						
PA166153591						
PA166153592						
PA166153593						
PA166153594						
PA166153595						
PA166153596						
PA166153597						
PA166153598						
PA166153599						
PA166153600						
PA166153601						
PA166153602						
PA166153603						
PA166153604						
PA166153605						
PA166153606						
PA166153607						
PA166153608						
PA166153609						
PA166153610						
PA166153611						
PA166153612						
PA166153613						
PA166153614						
PA166153615						
PA166153616						
PA166153617						
PA166153618						
PA166153619						
PA166153620						
PA166153621						
PA166153622						
PA166153623						
PA166153624						
PA166153625						
PA166153626						
PA166153627						
PA166153628						
PA166153629						
PA166153630						
PA166153631						
PA166153632						
PA166153633						
PA166153634						
PA166153635						
PA166153636						
PA166153637						
PA166153638						
PA166153639						
PA166153640						
PA166153641						
PA166153642						
PA166153643						
PA166153644						
PA166153645						
PA166153646						
PA166153647						
PA166153648						
PA166153649						
PA166153650						
PA166153651						
PA166153652						
PA166153653						
PA166153654						
PA166153655						
PA166153656						
PA166153657						
PA166153658						
PA166153659						
PA166153660						
PA166153661						
PA166153664						
PA166153665						
PA166153666						
PA166153667						
PA166153668						
PA166153669						
PA166153670						
PA166153671						
PA166153672						
PA166153673						
PA166153674						
PA166153675						
PA166153676						
PA166153677						
PA166153678						
PA166153679						
PA166153680						
PA166153681						
PA166153682						
PA166153683						
PA166153684						
PA166153685						
PA166153686						
PA166153687						
PA166153688						
PA166153689						
PA166153690						
PA166153691						
PA166153692						
PA166153693						
PA166153694						
PA166153695						
PA166153696						
PA166153699						
PA166153700						
PA166153701						
PA166153702						
PA166153704						
PA166153705						
PA166153706						
PA166153707						
PA166153708						
PA166153709						
PA166153710						
PA166153711						
PA166153712						
PA166153713						
PA166153714						
PA166153715						
PA166153716						
PA166153717						
PA166153718						
PA166153719						
PA166153720						
PA166153721						
PA166153722						
PA166153723						
PA166153724						
PA166153725						
PA166153726						
PA166153727						
PA166153728						
PA166153729						
PA166153730						
PA166153731						
PA166153732						
PA166153733						
PA166153734						
PA166153735						
PA166153736						
PA166153737						
PA166153738						
PA166153740						
PA166153741						
PA166153742						
PA166153743						
PA166153744						
PA166153745						
PA166153746						
PA166153747						
PA166153748						
PA166153749						
PA166153750						
PA166153751						
PA166153752						
PA166153753						
PA166153754						
PA166153755						
PA166153756						
PA166153757						
PA166153758						
PA166153759						
PA166153760						
PA166153761						
PA166153762						
PA166153763						
PA166153764						
PA166153765						
PA166153766						
PA166153767						
PA166153768						
PA166153770						
PA166153771						
PA166153772						
PA166153773						
PA166153774						
PA166153775						
PA166153776						
PA166153777						
PA166153780						
PA166153781						
PA166153782						
PA166153784						
PA166153785						
PA166153786						
PA166153787						
PA166153788						
PA166153789						
PA166153790						
PA166153791						
PA166153792						
PA166153793						
PA166153794						
PA166153795						
PA166153796						
PA166153797						
PA166153798						
PA166153799						
PA166153800						
PA166153801						
PA166153802						
PA166153803						
PA166153804						
PA166153805						
PA166153806						
PA166153808						
PA166153809						
PA166153810						
PA166153811						
PA166153812						
PA166153813						
PA166153814						
PA166153815						
PA166153816						
PA166153817						
PA166153818						
PA166153819						
PA166153820						
PA166153821						
PA166153822						
PA166153823						
PA166153824						
PA166153825						
PA166153826						
PA166153827						
PA166153828						
PA166153829						
PA166153830						
PA166153831						
PA166153832						
PA166153833						
PA166153834						
PA166153835						
PA166153836						
PA166153837						
PA166153838						
PA166153839						
PA166153840						
PA166153841						
PA166153842						
PA166153843						
PA166153844						
PA166153845						
PA166153846						
PA166153847						
PA166153848						
PA166153849						
PA166153850						
PA166153851						
PA166153852						
PA166153853						
PA166153854						
PA166153855						
PA166153856						
PA166153857						
PA166153859						
PA166153860						
PA166153861						
PA166153862						
PA166153863						
PA166153864						
PA166153865						
PA166153866						
PA166153867						
PA166153868						
PA166153869						
PA166153870						
PA166153871						
PA166153872						
PA166153873						
PA166153874						
PA166153875						
PA166153876						
PA166153877						
PA166153878						
PA166153879						
PA166153880						
PA166153881						
PA166153882						
PA166153883						
PA166153885						
PA166153886						
PA166153887						
PA166153888						
PA166153889						
PA166153890						
PA166153891						
PA166153892						
PA166153893						
PA166153894						
PA166153895						
PA166153896						
PA166153897						
PA166153898						
PA166153899						
PA166153900						
PA166153901						
PA166153902						
PA166153903						
PA166153904						
PA166153905						
PA166153906						
PA166153907						
PA166153908						
PA166153910						
PA166153911						
PA166153912						
PA166153913						
PA166153914						
PA166153915						
PA166153916						
PA166153917						
PA166153918						
PA166153919						
PA166153920						
PA166153921						
PA166153922						
PA166153923						
PA166153924						
PA166153925						
PA166153926						
PA166153927						
PA166153928						
PA166153929						
PA166153930						
PA166153931						
PA166153932						
PA166153933						
PA166153934						
PA166153935						
PA166153936						
PA166153937						
PA166153938						
PA166153939						
PA166153940						
PA166153941						
PA166153942						
PA166153943						
PA166153944						
PA166153945						
PA166153946						
PA166153947						
PA166153948						
PA166153949						
PA166153950						
PA166153951						
PA166153952						
PA166153953						
PA166153954						
PA166153955						
PA166153956						
PA166153957						
PA166153958						
PA166153959						
PA166153960						
PA166153961						
PA166153962						
PA166153963						
PA166153964						
PA166153965						
PA166153966						
PA166153967						
PA166153968						
PA166153969						
PA166153970						
PA166153971						
PA166153972						
PA166153973						
PA166153974						
PA166153975						
PA166153976						
PA166153977						
PA166153978						
PA166153979						
PA166153980						
PA166153981						
PA166153982						
PA166153983						
PA166153984						
PA166153985						
PA166153986						
PA166153987						
PA166153988						
PA166153989						
PA166153990						
PA166153991						
