identifier	name	definition	synonyms	alts	parents	species
R-BTA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)				reactome:R-BTA-8957322	
R-BTA-166016	Toll Like Receptor 4 (TLR4) Cascade				reactome:R-BTA-168898	
R-BTA-166020	Transfer of LPS from LBP carrier to CD14				reactome:R-BTA-166016	
R-BTA-1660499	Synthesis of PIPs at the plasma membrane				reactome:R-BTA-1483255	
R-BTA-1660514	Synthesis of PIPs at the Golgi membrane				reactome:R-BTA-1483255	
R-BTA-1660516	Synthesis of PIPs at the early endosome membrane				reactome:R-BTA-1483255	
R-BTA-1660517	Synthesis of PIPs at the late endosome membrane				reactome:R-BTA-1483255	
R-BTA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane				reactome:R-BTA-166016|reactome:R-BTA-168179|reactome:R-BTA-168188	
R-BTA-1660661	Sphingolipid de novo biosynthesis				reactome:R-BTA-428157	
R-BTA-1660662	Glycosphingolipid metabolism				reactome:R-BTA-428157	
R-BTA-166166	MyD88-independent TLR4 cascade 				reactome:R-BTA-166016	
R-BTA-166187	Mitochondrial Uncoupling				reactome:R-BTA-1428517	
R-BTA-166208	mTORC1-mediated signalling				reactome:R-BTA-165159	
R-BTA-1663150	The activation of arylsulfatases				reactome:R-BTA-163841	
R-BTA-166520	Signaling by NTRKs				reactome:R-BTA-9006934	
R-BTA-166658	Complement cascade				reactome:R-BTA-168249	
R-BTA-166662	Lectin pathway of complement activation				reactome:R-BTA-166786	
R-BTA-166663	Initial triggering of complement				reactome:R-BTA-166658	
R-BTA-166665	Terminal pathway of complement				reactome:R-BTA-166658	
R-BTA-166786	Creation of C4 and C2 activators				reactome:R-BTA-166663	
R-BTA-167044	Signalling to RAS				reactome:R-BTA-187687	
R-BTA-167060	NGF processing				reactome:R-BTA-9036866	
R-BTA-167826	The fatty acid cycling model				reactome:R-BTA-166187	
R-BTA-1679131	Trafficking and processing of endosomal TLR				reactome:R-BTA-168898	
R-BTA-168138	Toll Like Receptor 9 (TLR9) Cascade				reactome:R-BTA-168898	
R-BTA-168142	Toll Like Receptor 10 (TLR10) Cascade				reactome:R-BTA-168898	
R-BTA-168164	Toll Like Receptor 3 (TLR3) Cascade				reactome:R-BTA-168898	
R-BTA-168176	Toll Like Receptor 5 (TLR5) Cascade				reactome:R-BTA-168898	
R-BTA-168179	Toll Like Receptor TLR1:TLR2 Cascade				reactome:R-BTA-181438	
R-BTA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade				reactome:R-BTA-168898	
R-BTA-168188	Toll Like Receptor TLR6:TLR2 Cascade				reactome:R-BTA-181438	
R-BTA-168249	Innate Immune System				reactome:R-BTA-168256	
R-BTA-168256	Immune System					
R-BTA-168638	NOD1/2 Signaling Pathway				reactome:R-BTA-168643	
R-BTA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways				reactome:R-BTA-168249	
R-BTA-168898	Toll-like Receptor Cascades				reactome:R-BTA-168249	
R-BTA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta				reactome:R-BTA-168249	
R-BTA-169893	Prolonged ERK activation events				reactome:R-BTA-187687	
R-BTA-169911	Regulation of Apoptosis				reactome:R-BTA-109581	
R-BTA-170660	Adenylate cyclase activating pathway				reactome:R-BTA-112040	
R-BTA-170670	Adenylate cyclase inhibitory pathway				reactome:R-BTA-112040|reactome:R-BTA-991365	
R-BTA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein				reactome:R-BTA-70171	
R-BTA-170834	Signaling by TGF-beta Receptor Complex				reactome:R-BTA-9006936	
R-BTA-170968	Frs2-mediated activation				reactome:R-BTA-169893	
R-BTA-170984	ARMS-mediated activation				reactome:R-BTA-169893	
R-BTA-171007	p38MAPK events				reactome:R-BTA-167044	
R-BTA-171306	Packaging Of Telomere Ends				reactome:R-BTA-157579	
R-BTA-171319	Telomere Extension By Telomerase				reactome:R-BTA-180786	
R-BTA-173599	Formation of the active cofactor, UDP-glucuronate				reactome:R-BTA-156588	
R-BTA-173623	Classical antibody-mediated complement activation				reactome:R-BTA-166786	
R-BTA-173736	Alternative complement activation				reactome:R-BTA-166663	
R-BTA-174048	APC/C:Cdc20 mediated degradation of Cyclin B				reactome:R-BTA-176409	
R-BTA-174084	Autodegradation of Cdh1 by Cdh1:APC/C				reactome:R-BTA-174143	
R-BTA-174113	SCF-beta-TrCP mediated degradation of Emi1				reactome:R-BTA-176408	
R-BTA-174143	APC/C-mediated degradation of cell cycle proteins				reactome:R-BTA-453276	
R-BTA-174154	APC/C:Cdc20 mediated degradation of Securin				reactome:R-BTA-176409	
R-BTA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1				reactome:R-BTA-174143	
R-BTA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A				reactome:R-BTA-179419	
R-BTA-174362	Transport and synthesis of PAPS				reactome:R-BTA-156584|reactome:R-BTA-1630316	
R-BTA-174403	Glutathione synthesis and recycling				reactome:R-BTA-156590	
R-BTA-174411	Polymerase switching on the C-strand of the telomere				reactome:R-BTA-174417	
R-BTA-174414	Processive synthesis on the C-strand of the telomere				reactome:R-BTA-174417	
R-BTA-174417	Telomere C-strand (Lagging Strand) Synthesis				reactome:R-BTA-180786	
R-BTA-174430	Telomere C-strand synthesis initiation				reactome:R-BTA-174417	
R-BTA-174437	Removal of the Flap Intermediate from the C-strand				reactome:R-BTA-174414	
R-BTA-174577	Activation of C3 and C5				reactome:R-BTA-166658	
R-BTA-174824	Plasma lipoprotein assembly, remodeling, and clearance				reactome:R-BTA-382551	
R-BTA-176187	Activation of ATR in response to replication stress				reactome:R-BTA-69481	
R-BTA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase				reactome:R-BTA-174143	
R-BTA-176408	Regulation of APC/C activators between G1/S and early anaphase				reactome:R-BTA-174143	
R-BTA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins				reactome:R-BTA-176814	
R-BTA-176412	Phosphorylation of the APC/C				reactome:R-BTA-176814	
R-BTA-176417	Phosphorylation of Emi1				reactome:R-BTA-176408	
R-BTA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins				reactome:R-BTA-174143	
R-BTA-176974	Unwinding of DNA				reactome:R-BTA-69190	
R-BTA-177128	Conjugation of salicylate with glycine				reactome:R-BTA-159424	
R-BTA-177135	Conjugation of benzoate with glycine				reactome:R-BTA-159424	
R-BTA-177162	Conjugation of phenylacetate with glutamine				reactome:R-BTA-159424	
R-BTA-177504	Retrograde neurotrophin signalling				reactome:R-BTA-187037	
R-BTA-177929	Signaling by EGFR				reactome:R-BTA-9006934	
R-BTA-1793185	Chondroitin sulfate/dermatan sulfate metabolism				reactome:R-BTA-1630316	
R-BTA-179409	APC-Cdc20 mediated degradation of Nek2A				reactome:R-BTA-179419	
R-BTA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint				reactome:R-BTA-176409	
R-BTA-179812	GRB2 events in EGFR signaling				reactome:R-BTA-177929	
R-BTA-1799339	SRP-dependent cotranslational protein targeting to membrane				reactome:R-BTA-72766	
R-BTA-180024	DARPP-32 events				reactome:R-BTA-111885	
R-BTA-180292	GAB1 signalosome				reactome:R-BTA-177929	
R-BTA-180336	SHC1 events in EGFR signaling				reactome:R-BTA-177929	
R-BTA-180786	Extension of Telomeres				reactome:R-BTA-157579	
R-BTA-1810476	RIP-mediated NFkB activation via ZBP1				reactome:R-BTA-1606322	
R-BTA-181429	Serotonin Neurotransmitter Release Cycle				reactome:R-BTA-112310	
R-BTA-181430	Norepinephrine Neurotransmitter Release Cycle				reactome:R-BTA-112310	
R-BTA-181431	Acetylcholine binding and downstream events				reactome:R-BTA-112314	
R-BTA-181438	Toll Like Receptor 2 (TLR2) Cascade				reactome:R-BTA-168898	
R-BTA-182971	EGFR downregulation				reactome:R-BTA-177929	
R-BTA-1834941	STING mediated induction of host immune responses				reactome:R-BTA-1834949	
R-BTA-1834949	Cytosolic sensors of pathogen-associated DNA 				reactome:R-BTA-168249	
R-BTA-1852241	Organelle biogenesis and maintenance					
