subject_id	object_id	predicate_id	mapping_justification
zfin:ZDB-BR-071004-117	NCBIGene:100126124	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000112-47	NCBIGene:30754	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000125-12	NCBIGene:794176	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000125-4	NCBIGene:30120	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000128-11	NCBIGene:30416	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000128-13	NCBIGene:30417	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000128-8	NCBIGene:30394	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000201-13	NCBIGene:30652	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000201-18	NCBIGene:30728	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000201-9	NCBIGene:30630	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-13	NCBIGene:30186	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-17	NCBIGene:30248	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-18	NCBIGene:30617	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-20	NCBIGene:30115	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-21	NCBIGene:30453	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-23	NCBIGene:561679	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-25	NCBIGene:30584	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-28	NCBIGene:30268	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-4	NCBIGene:30096	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-8	NCBIGene:30187	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000208-9	NCBIGene:30208	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000209-3	NCBIGene:30769	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000209-4	NCBIGene:30770	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-10	NCBIGene:30677	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-13	NCBIGene:30078	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-15	NCBIGene:30079	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-17	NCBIGene:30065	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-19	NCBIGene:30077	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-20	NCBIGene:30068	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-21	NCBIGene:30072	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-23	NCBIGene:30066	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-25	NCBIGene:30082	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-28	NCBIGene:30067	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-31	NCBIGene:30076	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-32	NCBIGene:30083	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-33	NCBIGene:30084	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-34	NCBIGene:30085	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-35	NCBIGene:30086	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-6	NCBIGene:30175	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-7	NCBIGene:30176	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000210-8	NCBIGene:30678	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000223-14	NCBIGene:404602	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000308-1	NCBIGene:30967	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000322-1	NCBIGene:58114	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000322-2	NCBIGene:58082	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000322-3	NCBIGene:58084	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000322-4	NCBIGene:58028	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000322-5	NCBIGene:58142	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000322-6	NCBIGene:58143	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000323-1	NCBIGene:58042	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000328-2	NCBIGene:58056	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000328-3	NCBIGene:58073	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000328-4	NCBIGene:58072	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000328-5	NCBIGene:58043	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000329-1	NCBIGene:57934	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000329-10	NCBIGene:58103	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000329-12	NCBIGene:58121	skos:exactMatch	sempav:UnspecifiedMatching
zfin:ZDB-GENE-000329-13	NCBIGene:58111	skos:exactMatch	sempav:UnspecifiedMatching
