identifier	name	definition	synonyms	alts	parents	species
39179	QTRT1P1	queuine tRNA-ribosyltransferase catalytic subunit 1 pseudogene 1	queuine tRNA-ribosyltransferase 1 pseudogene 1		so:0000336	ncbitaxon:9606
3918	FRA6G	fragile site, aphidicolin type, common, fra(6)(q15)			so:0002349	ncbitaxon:9606
39180	JTBP1	jumping translocation breakpoint pseudogene 1			so:0000336	ncbitaxon:9606
39181	RFKP1	riboflavin kinase pseudogene 1			so:0000336	ncbitaxon:9606
39182	RFKP2	riboflavin kinase pseudogene 2			so:0000336	ncbitaxon:9606
39183	HMGA1P8	high mobility group AT-hook 1 pseudogene 8	HMGA1-p		so:0000336	ncbitaxon:9606
39184	HMGB1P37	high mobility group box 1 pseudogene 37	high-mobility group box 1 pseudogene 37		so:0000336	ncbitaxon:9606
39185	HMGB1P38	high mobility group box 1 pseudogene 38	high-mobility group box 1 pseudogene 38		so:0000336	ncbitaxon:9606
39186	HMGB1P39	high mobility group box 1 pseudogene 39	high-mobility group box 1 pseudogene 39		so:0000336	ncbitaxon:9606
39187	HMGB1P40	high mobility group box 1 pseudogene 40	high-mobility group box 1 pseudogene 40		so:0000336	ncbitaxon:9606
39188	HMGB1P41	high mobility group box 1 pseudogene 41	high-mobility group box 1 pseudogene 41		so:0000336	ncbitaxon:9606
39189	HMGB1P42	high mobility group box 1 pseudogene 42	high-mobility group box 1 pseudogene 42		so:0000336	ncbitaxon:9606
3919	FRA7A	fragile site, folic acid type, rare, fra(7)(p11.2)			so:0002349	ncbitaxon:9606
39191	HMGB1P43	high mobility group box 1 pseudogene 43	high-mobility group box 1 pseudogene 43		so:0000336	ncbitaxon:9606
39192	OOEP-AS1	OOEP antisense RNA 1	OOEP antisense RNA (non-protein coding)|OOEP antisense RNA 1 (non-protein coding)|OOEP-AS		so:0002127	ncbitaxon:9606
39193	POGLUT2P1	POGLUT2 pseudogene 1	KDEL (Lys-Asp-Glu-Leu) containing 1 pseudogene 1|KDEL motif containing 1 pseudogene 1|KDELC1P1		so:0000336	ncbitaxon:9606
39198	KHSRPP1	KH-type splicing regulatory protein pseudogene 1			so:0000336	ncbitaxon:9606
39199	KYNUP1	kynureninase pseudogene 1			so:0000336	ncbitaxon:9606
392	AKT2	AKT serine/threonine kinase 2	PKBβ|v-akt murine thymoma viral oncogene homolog 2		so:0001217	ncbitaxon:9606
3920	FRA7B	fragile site, aphidicolin type, common, fra(7)(p22)			so:0002349	ncbitaxon:9606
39200	KYNUP2	kynureninase pseudogene 2			so:0000336	ncbitaxon:9606
39201	KYNUP3	kynureninase pseudogene 3			so:0000336	ncbitaxon:9606
39202	OGFOD1P1	2-oxoglutarate and iron dependent oxygenase domain containing 1 pseudogene 1	2-oxoglutarate and iron-dependent oxygenase domain containing 1 pseudogene 1		so:0000336	ncbitaxon:9606
39203	LTO1P1	LTO1 pseudogene 1	ORAOV1P1|oral cancer overexpressed 1 pseudogene 1		so:0000336	ncbitaxon:9606
39204	RCN1P2	reticulocalbin 1 pseudogene 2	reticulocalbin 1, EF-hand calcium binding domain pseudogene 2		so:0000336	ncbitaxon:9606
