text	curie	name	predicate	type	provenance	source
SCG10	hgnc:10577	STMN2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCGN10	hgnc:10577	STMN2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
stathmin-like 2	hgnc:10577	STMN2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
STMN2	hgnc:10577	STMN2	rdfs:label		pubmed:12140291,pubmed:8622778	hgnc
BS	hgnc:1058	BLM	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RECQL3	hgnc:1058	BLM	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RECQ2	hgnc:1058	BLM	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Bloom syndrome	hgnc:1058	BLM	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
Bloom syndrome RecQ like helicase	hgnc:1058	BLM	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BLM	hgnc:1058	BLM	rdfs:label		pubmed:9388193	hgnc
sex comb on midleg (Drosophila)-like 1	hgnc:10580	SCML1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sex comb on midleg like 1 (Drosophila)	hgnc:10580	SCML1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCML1	hgnc:10580	SCML1	rdfs:label		pubmed:9570953	hgnc
sex comb on midleg (Drosophila)-like 2	hgnc:10581	SCML2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sex comb on midleg like 2 (Drosophila)	hgnc:10581	SCML2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCML2	hgnc:10581	SCML2	rdfs:label		pubmed:10331946	hgnc
Nav1.8	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
hPN3	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SNS	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PN3	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
sensory neuron sodium channel	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym			hgnc
peripheral nerve sodium channel 3	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym			hgnc
sodium channel, voltage-gated, type X, alpha polypeptide	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type X, alpha subunit	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type X alpha subunit	hgnc:10582	SCN10A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN10A	hgnc:10582	SCN10A	rdfs:label		pubmed:10198179,pubmed:16382098,pubmed:9839820	hgnc
Nav1.9	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NaN	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SNS-2	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCN12A	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, voltage-gated, type XI, alpha polypeptide	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type XII, alpha	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type XI, alpha subunit	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type XI alpha subunit	hgnc:10583	SCN11A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN11A	hgnc:10583	SCN11A	rdfs:label		pubmed:10444332,pubmed:16382098	hgnc
Nav1.1	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
GEFSP2	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HBSCI	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NAC1	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SMEI	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCN1	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
FEB3	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
febrile convulsions 3	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type I, alpha subunit	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type I alpha subunit	hgnc:10585	SCN1A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN1A	hgnc:10585	SCN1A	rdfs:label		pubmed:11823106,pubmed:16382098,pubmed:8062593	hgnc
sodium channel, voltage-gated, type I, beta polypeptide	hgnc:10586	SCN1B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type I, beta	hgnc:10586	SCN1B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type I, beta subunit	hgnc:10586	SCN1B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type I beta subunit	hgnc:10586	SCN1B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN1B	hgnc:10586	SCN1B	rdfs:label		pubmed:8394762	hgnc
Nav1.2	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HBSCII	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HBSCI	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCN2A1	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
SCN2A2	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, voltage-gated, type II, alpha 2 polypeptide	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type II, alpha 1 polypeptide	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type II, alpha subunit	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type II alpha subunit	hgnc:10588	SCN2A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN2A	hgnc:10588	SCN2A	rdfs:label		pubmed:1317301,pubmed:16382098,pubmed:38651838	hgnc
sodium channel, voltage-gated, type II, beta polypeptide	hgnc:10589	SCN2B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type II, beta	hgnc:10589	SCN2B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type II, beta subunit	hgnc:10589	SCN2B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type II beta subunit	hgnc:10589	SCN2B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN2B	hgnc:10589	SCN2B	rdfs:label		pubmed:10198179	hgnc
BH	hgnc:1059	BLMH	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BLMH	hgnc:1059	BLMH	rdfs:label		pubmed:9331073,pubmed:9407121	hgnc
Nav1.3	hgnc:10590	SCN3A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
sodium channel, voltage-gated, type III, alpha polypeptide	hgnc:10590	SCN3A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type III, alpha subunit	hgnc:10590	SCN3A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type III alpha subunit	hgnc:10590	SCN3A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN3A	hgnc:10590	SCN3A	rdfs:label		pubmed:16382098,pubmed:9589372	hgnc
Nav1.4	hgnc:10591	SCN4A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HYPP	hgnc:10591	SCN4A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SkM1	hgnc:10591	SCN4A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HYKPP	hgnc:10591	SCN4A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, voltage-gated, type IV, alpha subunit	hgnc:10591	SCN4A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type IV alpha subunit	hgnc:10591	SCN4A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN4A	hgnc:10591	SCN4A	rdfs:label		pubmed:16382098,pubmed:1654742,pubmed:1659948	hgnc
LQT10	hgnc:10592	SCN4B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
sodium channel, voltage-gated, type IV, beta	hgnc:10592	SCN4B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type IV, beta subunit	hgnc:10592	SCN4B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type IV beta subunit	hgnc:10592	SCN4B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN4B	hgnc:10592	SCN4B	rdfs:label			hgnc
Nav1.5	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LQT3	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HB1	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HBBD	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PFHB1	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
IVF	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HB2	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HH1	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SSS1	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CDCD2	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CMPD2	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ICCD	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
long QT syndrome 3	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym			hgnc
CMD1E	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type V, alpha subunit	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type V alpha subunit	hgnc:10593	SCN5A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN5A	hgnc:10593	SCN5A	rdfs:label		pubmed:15466643,pubmed:16382098,pubmed:7842012	hgnc
Nav2.1	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Nav2.2	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NaG	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCN6A	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, voltage-gated, type VI, alpha	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type VII, alpha	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type VII, alpha subunit	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type VII alpha subunit	hgnc:10594	SCN7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN7A	hgnc:10594	SCN7A	rdfs:label		pubmed:10198179	hgnc
Nav1.6	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NaCh6	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PN4	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CerIII	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CIAT	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MED	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, voltage gated, type VIII, alpha polypeptide	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type VIII, alpha subunit	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type VIII alpha subunit	hgnc:10596	SCN8A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN8A	hgnc:10596	SCN8A	rdfs:label		pubmed:16382098,pubmed:7670495,pubmed:9828131	hgnc
Nav1.7	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PN1	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NE-NA	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NENA	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ETHA	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
sodium channel, voltage-gated, type IX, alpha polypeptide	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage-gated, type IX, alpha subunit	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
sodium channel, voltage gated, type IX alpha subunit	hgnc:10597	SCN9A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCN9A	hgnc:10597	SCN9A	rdfs:label		pubmed:10198179,pubmed:16382098,pubmed:7720699	hgnc
ENaCalpha	hgnc:10599	SCNN1A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
amiloride-sensitive sodium channel subunit alpha	hgnc:10599	SCNN1A	oboInOwl:hasRelatedSynonym			hgnc
SCNN1	hgnc:10599	SCNN1A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
sodium channel, non voltage gated 1 alpha subunit	hgnc:10599	SCNN1A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCNN1A	hgnc:10599	SCNN1A	rdfs:label		pubmed:26772908,pubmed:7896277	hgnc
MDR15	hgnc:1060	CXCR5	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CD185	hgnc:1060	CXCR5	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BLR1	hgnc:1060	CXCR5	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Burkitt lymphoma receptor 1, GTP-binding protein	hgnc:1060	CXCR5	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)	hgnc:1060	CXCR5	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-X-C motif) receptor 5	hgnc:1060	CXCR5	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CXCR5	hgnc:1060	CXCR5	rdfs:label		pubmed:1425907	hgnc
ENaCbeta	hgnc:10600	SCNN1B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Liddle syndrome	hgnc:10600	SCNN1B	oboInOwl:hasRelatedSynonym			hgnc
amiloride-sensitive sodium channel subunit beta	hgnc:10600	SCNN1B	oboInOwl:hasRelatedSynonym			hgnc
sodium channel, non voltage gated 1 beta subunit	hgnc:10600	SCNN1B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCNN1B	hgnc:10600	SCNN1B	rdfs:label		pubmed:26772908	hgnc
ENaCdelta	hgnc:10601	SCNN1D	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
dNaCh	hgnc:10601	SCNN1D	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
sodium channel, non voltage gated 1 delta subunit	hgnc:10601	SCNN1D	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCNN1D	hgnc:10601	SCNN1D	rdfs:label		pubmed:26772908,pubmed:8661065	hgnc
ENaCgamma	hgnc:10602	SCNN1G	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCNEG	hgnc:10602	SCNN1G	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
amiloride-sensitive sodium channel subunit gamma	hgnc:10602	SCNN1G	oboInOwl:hasRelatedSynonym			hgnc
sodium channel, non voltage gated 1 gamma subunit	hgnc:10602	SCNN1G	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCNN1G	hgnc:10602	SCNN1G	rdfs:label		pubmed:26772908,pubmed:7490094	hgnc
SCOD1	hgnc:10603	SCO1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
SCO (cytochrome oxidase deficient, yeast) homolog 1	hgnc:10603	SCO1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO cytochrome oxidase deficient homolog 1 (yeast)	hgnc:10603	SCO1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO1, cytochrome c oxidase assembly protein	hgnc:10603	SCO1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO cytochrome c oxidase assembly protein 1	hgnc:10603	SCO1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO1	hgnc:10603	SCO1	rdfs:label		pubmed:9878253	hgnc
SCO1L	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MYP6	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
SCO (cytochrome oxidase deficient, yeast) homolog 2	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO cytochrome oxidase deficient homolog 2 (yeast)	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
myopia 6	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO2, cytochrome c oxidase assembly protein	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO cytochrome c oxidase assembly protein 2	hgnc:10604	SCO2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SCO2	hgnc:10604	SCO2	rdfs:label		pubmed:10218584,pubmed:16091356,pubmed:23643385	hgnc
SCP2	hgnc:10606	SCP2	rdfs:label		pubmed:1703300,pubmed:1718316	hgnc
prepro-secretin	hgnc:10607	SCT	oboInOwl:hasRelatedSynonym			hgnc
SCT	hgnc:10607	SCT	rdfs:label		pubmed:2315322	hgnc
SCTR	hgnc:10608	SCTR	rdfs:label		pubmed:1646711	hgnc
I-309	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
TCA3	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
P500	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SISe	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
inflammatory cytokine I-309	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym			hgnc
T lymphocyte-secreted protein I-309	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym			hgnc
SCYA1	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine A1 (I-309, homologous to mouse Tca-3)	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 1	hgnc:10609	CCL1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL1	hgnc:10609	CCL1	rdfs:label		pubmed:10409433,pubmed:2212659	hgnc
eotaxin	hgnc:10610	CCL11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC22554	hgnc:10610	CCL11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
eotaxin-1	hgnc:10610	CCL11	oboInOwl:hasRelatedSynonym			hgnc
SCYA11	hgnc:10610	CCL11	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 11 (eotaxin)	hgnc:10610	CCL11	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 11	hgnc:10610	CCL11	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL11	hgnc:10610	CCL11	rdfs:label		pubmed:9169149	hgnc
MCP-4	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NCC-1	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYL1	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CKb10	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC17134	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYA13	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 13	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 13	hgnc:10611	CCL13	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL13	hgnc:10611	CCL13	rdfs:label		pubmed:8661057	hgnc
HCC-1	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HCC-3	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NCC-2	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYL2	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CKb1	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MCIF	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYA14	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 14	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 14	hgnc:10612	CCL14	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL14	hgnc:10612	CCL14	rdfs:label		pubmed:8661057	hgnc
HCC-2	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NCC-3	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYL3	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MIP-5	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Lkn-1	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MIP-1d	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HMRP-2B	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
leukotactin 1	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym			hgnc
CC chemokine 3	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym			hgnc
macrophage inflammatory protein 5	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym			hgnc
chemokine CC-2	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym			hgnc
MIP-1 delta	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym			hgnc
SCYA15	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 15	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 15	hgnc:10613	CCL15	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL15	hgnc:10613	CCL15	rdfs:label		pubmed:8661057	hgnc
NCC-4	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYL4	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LEC	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HCC-4	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LMC	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LCC-1	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CKb12	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Mtn-1	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYA16	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 16	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 16	hgnc:10614	CCL16	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL16	hgnc:10614	CCL16	rdfs:label		pubmed:8661057	hgnc
TARC	hgnc:10615	CCL17	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ABCD-2	hgnc:10615	CCL17	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SCYA17	hgnc:10615	CCL17	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 17	hgnc:10615	CCL17	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 17	hgnc:10615	CCL17	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL17	hgnc:10615	CCL17	rdfs:label		pubmed:8702936,pubmed:9070951	hgnc
DC-CK1	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PARC	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
AMAC-1	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
DCCK1	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MIP-4	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CKb7	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
pulmonary and activation-regulated	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym			hgnc
SCYA18	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
small inducible cytokine subfamily A (Cys-Cys), member 18, pulmonary and activation-regulated	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chemokine (C-C motif) ligand 18	hgnc:10616	CCL18	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCL18	hgnc:10616	CCL18	rdfs:label		pubmed:10049593,pubmed:9233607	hgnc
