text	curie	name	predicate	type	provenance	source
BNaC2	hgnc:100	ASIC1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
hBNaC2	hgnc:100	ASIC1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ACCN2	hgnc:100	ASIC1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
amiloride-sensitive cation channel 2, neuronal	hgnc:100	ASIC1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
acid-sensing (proton-gated) ion channel 1	hgnc:100	ASIC1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
acid sensing (proton gated) ion channel 1	hgnc:100	ASIC1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ASIC1	hgnc:100	ASIC1	rdfs:label		pubmed:9037075	hgnc
SCZD9	hgnc:10000	RGS4	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
regulator of G-protein signalling 4	hgnc:10000	RGS4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
schizophrenia disorder 9	hgnc:10000	RGS4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
regulator of G-protein signaling 4	hgnc:10000	RGS4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RGS4	hgnc:10000	RGS4	rdfs:label		pubmed:8602223,pubmed:8756726	hgnc
regulator of G-protein signalling 5	hgnc:10001	RGS5	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
regulator of G-protein signaling 5	hgnc:10001	RGS5	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RGS5	hgnc:10001	RGS5	rdfs:label		pubmed:9747037	hgnc
regulator of G-protein signalling 6	hgnc:10002	RGS6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
regulator of G-protein signaling 6	hgnc:10002	RGS6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RGS6	hgnc:10002	RGS6	rdfs:label		pubmed:10083744,pubmed:14734556	hgnc
regulator of G-protein signalling 7	hgnc:10003	RGS7	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
regulator of G-protein signaling 7	hgnc:10003	RGS7	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RGS7	hgnc:10003	RGS7	rdfs:label		pubmed:8548815	hgnc
PERRS	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RGS9L	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC26458	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC111763	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
regulator of G protein signalling 9	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym			hgnc
regulator of G protein signalling 9L	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym			hgnc
regulator of G-protein signaling 9L	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym			hgnc
regulator of G-protein signalling 9	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
regulator of G-protein signaling 9	hgnc:10004	RGS9	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RGS9	hgnc:10004	RGS9	rdfs:label		pubmed:9765512	hgnc
RH50A	hgnc:10006	RHAG	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CD241	hgnc:10006	RHAG	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SLC42A1	hgnc:10006	RHAG	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Ammonium transporter Rh type A	hgnc:10006	RHAG	oboInOwl:hasRelatedSynonym			hgnc
Rhesus blood group-associated glycoprotein	hgnc:10006	RHAG	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHAG	hgnc:10006	RHAG	rdfs:label		pubmed:22012326,pubmed:9479501	hgnc
RRP	hgnc:10007	RHBDL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RHBDL	hgnc:10007	RHBDL1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
rhomboid (veinlet, Drosophila)-like	hgnc:10007	RHBDL1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
rhomboid, veinlet-like 1 (Drosophila)	hgnc:10007	RHBDL1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHBDL1	hgnc:10007	RHBDL1	rdfs:label		pubmed:9662444	hgnc
CD240CE	hgnc:10008	RHCE	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SLC42A4	hgnc:10008	RHCE	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RH	hgnc:10008	RHCE	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Rhesus blood group, CcEe antigens	hgnc:10008	RHCE	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHCE	hgnc:10008	RHCE	rdfs:label		pubmed:8220426	hgnc
Rh30a	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Rh4	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RhPI	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RhII	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
DIIIc	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CD240D	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SLC42A5	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RH	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Rhesus blood group, D antigen	hgnc:10009	RHD	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHD	hgnc:10009	RHD	rdfs:label		pubmed:8220426	hgnc
ZBTB27	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LAZ3	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BCL5	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BCL6A	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ZNF51	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
zinc finger protein 51	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
B cell CLL/lymphoma 6	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL6, transcription repressor	hgnc:1001	BCL6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL6	hgnc:1001	BCL6	rdfs:label		pubmed:8057668	hgnc
RHEB	hgnc:10010	RHEBP1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RHEB1	hgnc:10010	RHEBP1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Ras homolog enriched in brain 1	hgnc:10010	RHEBP1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
Ras-homolog enriched in brain pseudogene 1	hgnc:10010	RHEBP1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHEBP1	hgnc:10010	RHEBP1	rdfs:label		pubmed:8206940	hgnc
RHEB2	hgnc:10011	RHEB	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Ras homolog enriched in brain 2	hgnc:10011	RHEB	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
Ras homolog enriched in brain	hgnc:10011	RHEB	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHEB	hgnc:10011	RHEB	rdfs:label		pubmed:15854902,pubmed:8661031	hgnc
OPN2	hgnc:10012	RHO	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CSNBAD1	hgnc:10012	RHO	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
opsin 2, rod pigment	hgnc:10012	RHO	oboInOwl:hasRelatedSynonym			hgnc
RP4	hgnc:10012	RHO	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
retinitis pigmentosa 4, autosomal dominant	hgnc:10012	RHO	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RHO	hgnc:10012	RHO	rdfs:label		pubmed:2016091	hgnc
GPRK1	hgnc:10013	GRK1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RK	hgnc:10013	GRK1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RHOK	hgnc:10013	GRK1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
rhodopsin kinase	hgnc:10013	GRK1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
GRK1	hgnc:10013	GRK1	rdfs:label		pubmed:15057823,pubmed:8812493	hgnc
RIBA	hgnc:10017	RIT2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RIN	hgnc:10017	RIT2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Ric (Drosophila)-like, expressed in neurons	hgnc:10017	RIT2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RIT2	hgnc:10017	RIT2	rdfs:label		pubmed:8824319,pubmed:8918462	hgnc
RNF1	hgnc:10018	RING1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RING1	hgnc:10018	RING1	rdfs:label		pubmed:1906426	hgnc
RIP	hgnc:10019	RIPK1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RIP1	hgnc:10019	RIPK1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RIP-1	hgnc:10019	RIPK1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
receptor-interacting protein kinase 1	hgnc:10019	RIPK1	oboInOwl:hasRelatedSynonym			hgnc
receptor (TNFRSF)-interacting serine-threonine kinase 1	hgnc:10019	RIPK1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RIPK1	hgnc:10019	RIPK1	rdfs:label		pubmed:7538908,pubmed:8612133	hgnc
ZBTB28	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BAZF	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ZNF62	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
zinc finger protein 62	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
B-cell CLL/lymphoma 6, member B (zinc finger protein)	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
B-cell CLL/lymphoma 6, member B	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
B cell CLL/lymphoma 6B	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL6B, transcription repressor	hgnc:1002	BCL6B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL6B	hgnc:1002	BCL6B	rdfs:label		pubmed:9632807	hgnc
RICK	hgnc:10020	RIPK2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RIP2	hgnc:10020	RIPK2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CARDIAK	hgnc:10020	RIPK2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CARD3	hgnc:10020	RIPK2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
receptor-interacting serine-threonine kinase 2	hgnc:10020	RIPK2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RIPK2	hgnc:10020	RIPK2	rdfs:label		pubmed:9575181,pubmed:9705938	hgnc
RIP3	hgnc:10021	RIPK3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
receptor-interacting serine-threonine kinase 3	hgnc:10021	RIPK3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RIPK3	hgnc:10021	RIPK3	rdfs:label		pubmed:10339433,pubmed:10358032	hgnc
RIBB	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ROC1	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC125864	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC125865	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Ric-like, expressed in many tissues	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym			hgnc
GTP-binding protein Roc1	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym			hgnc
RIT	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
Ric (Drosophila)-like, expressed in many tissues	hgnc:10023	RIT1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RIT1	hgnc:10023	RIT1	rdfs:label		pubmed:8824319,pubmed:8918462	hgnc
CRALBP	hgnc:10024	RLBP1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
retinaldehyde-binding protein 1	hgnc:10024	RLBP1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RLBP1	hgnc:10024	RLBP1	rdfs:label		pubmed:1733864,pubmed:9326942	hgnc
ZNF292L	hgnc:10025	RLF	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Zn-15L	hgnc:10025	RLF	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
rearranged L-myc fusion sequence	hgnc:10025	RLF	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
rearranged L-myc fusion	hgnc:10025	RLF	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RLF	hgnc:10025	RLF	rdfs:label		pubmed:1649386	hgnc
H1	hgnc:10026	RLN1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
prorelaxin H1	hgnc:10026	RLN1	oboInOwl:hasRelatedSynonym			hgnc
relaxin 1 (H1)	hgnc:10026	RLN1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RLN1	hgnc:10026	RLN1	rdfs:label			hgnc
H2	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RLXH2	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
bA12D24.1.1	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
bA12D24.1.2	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
relaxin H2	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym			hgnc
prorelaxin H2	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym			hgnc
relaxin, ovarian, of pregnancy	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym			hgnc
relaxin 2 (H2)	hgnc:10027	RLN2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RLN2	hgnc:10027	RLN2	rdfs:label		pubmed:6548702,pubmed:6548703	hgnc
RMRPR	hgnc:10031	RMRP	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RRP2	hgnc:10031	RMRP	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NME1	hgnc:10031	RMRP	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNase MRP RNA	hgnc:10031	RMRP	oboInOwl:hasRelatedSynonym			hgnc
CHH	hgnc:10031	RMRP	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
cartilage-hair hypoplasia	hgnc:10031	RMRP	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RMRP	hgnc:10031	RMRP	rdfs:label		pubmed:11207361,pubmed:1623519	hgnc
7SK	hgnc:10037	RN7SK	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNA, 7SK, nuclear	hgnc:10037	RN7SK	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SK small nuclear	hgnc:10037	RN7SK	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SK	hgnc:10037	RN7SK	rdfs:label		pubmed:1646389,pubmed:19246988,pubmed:29946027,pubmed:8139910	hgnc
7SL	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
7L1a	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNSRP1	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SRP RNA 1	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym			hgnc
RN7SL	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RNA, 7SL, cytoplasmic	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SL, cytoplasmic 1	hgnc:10038	RN7SL1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SL1	hgnc:10038	RN7SL1	rdfs:label		pubmed:15667936,pubmed:6084597	hgnc
7L28	hgnc:10039	RN7SL4P	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RN7SLP1	hgnc:10039	RN7SL4P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RN7SL427P	hgnc:10039	RN7SL4P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RNA, 7SL, cytoplasmic, pseudogene 1	hgnc:10039	RN7SL4P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SL, cytoplasmic 427, pseudogene	hgnc:10039	RN7SL4P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SL4P	hgnc:10039	RN7SL4P	rdfs:label		pubmed:6084597	hgnc
SMARCJ1	hgnc:1004	BCL7A	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BCL7	hgnc:1004	BCL7A	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
B-cell CLL/lymphoma 7A	hgnc:1004	BCL7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL tumor suppressor 7A	hgnc:1004	BCL7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL7A, BAF complex component	hgnc:1004	BCL7A	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL7A	hgnc:1004	BCL7A	rdfs:label		pubmed:23644491,pubmed:8605326,pubmed:9931421	hgnc
7LEM1	hgnc:10040	RN7SL5P	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RN7SLP2	hgnc:10040	RN7SL5P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RN7SL249P	hgnc:10040	RN7SL5P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RNA, 7SL, cytoplasmic, pseudogene 2	hgnc:10040	RN7SL5P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SL, cytoplasmic 249, pseudogene	hgnc:10040	RN7SL5P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SL5P	hgnc:10040	RN7SL5P	rdfs:label		pubmed:6084597	hgnc
7L7	hgnc:10041	RN7SL6P	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RN7SLP3	hgnc:10041	RN7SL6P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RN7SL848P	hgnc:10041	RN7SL6P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RNA, 7SL, cytoplasmic, pseudogene 3	hgnc:10041	RN7SL6P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SL, cytoplasmic 848, pseudogene	hgnc:10041	RN7SL6P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SL6P	hgnc:10041	RN7SL6P	rdfs:label		pubmed:6084597	hgnc
7L23	hgnc:10042	RN7SL7P	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RN7SLP4	hgnc:10042	RN7SL7P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RN7SL27P	hgnc:10042	RN7SL7P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RNA, 7SL, cytoplasmic, pseudogene 4	hgnc:10042	RN7SL7P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SL, cytoplasmic 27, pseudogene	hgnc:10042	RN7SL7P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SL7P	hgnc:10042	RN7SL7P	rdfs:label		pubmed:6084597	hgnc
7L63	hgnc:10043	RN7SL8P	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RN7SLP5	hgnc:10043	RN7SL8P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RN7SL433P	hgnc:10043	RN7SL8P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
RNA, 7SL, cytoplasmic, pseudogene 5	hgnc:10043	RN7SL8P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNA, 7SL, cytoplasmic 433, pseudogene	hgnc:10043	RN7SL8P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RN7SL8P	hgnc:10043	RN7SL8P	rdfs:label		pubmed:6084597	hgnc
RAC1	hgnc:10044	RNASE1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNS1	hgnc:10044	RNASE1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ribonuclease, RNase A family, 1 (pancreatic)	hgnc:10044	RNASE1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASE1	hgnc:10044	RNASE1	rdfs:label		pubmed:8588814	hgnc
EDN	hgnc:10045	RNASE2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RAF3	hgnc:10045	RNASE2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
eosinophil-derived neurotoxin	hgnc:10045	RNASE2	oboInOwl:hasRelatedSynonym			hgnc
RNS2	hgnc:10045	RNASE2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	hgnc:10045	RNASE2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASE2	hgnc:10045	RNASE2	rdfs:label		pubmed:1577491,pubmed:2734298	hgnc
ECP	hgnc:10046	RNASE3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RAF1	hgnc:10046	RNASE3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
eosinophil cationic protein	hgnc:10046	RNASE3	oboInOwl:hasRelatedSynonym			hgnc
RNS3	hgnc:10046	RNASE3	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ribonuclease, RNase A family, 3	hgnc:10046	RNASE3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASE3	hgnc:10046	RNASE3	rdfs:label		pubmed:1577491	hgnc
RAB1	hgnc:10047	RNASE4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ribonuclease, RNase A family, 4	hgnc:10047	RNASE4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASE4	hgnc:10047	RNASE4	rdfs:label		pubmed:7501448	hgnc
RAD1	hgnc:10048	RNASE6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNaseK6	hgnc:10048	RNASE6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNase k6	hgnc:10048	RNASE6	oboInOwl:hasRelatedSynonym			hgnc
RNS6	hgnc:10048	RNASE6	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ribonuclease, RNase A family, k6	hgnc:10048	RNASE6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASE6	hgnc:10048	RNASE6	rdfs:label		pubmed:8836175,pubmed:9647635	hgnc
RNH1	hgnc:10049	RNASEH1P1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNASEH1	hgnc:10049	RNASEH1P1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ribonuclease H1	hgnc:10049	RNASEH1P1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASEH1P1	hgnc:10049	RNASEH1P1	rdfs:label		pubmed:12036296,pubmed:9799596	hgnc
SMARCJ2	hgnc:1005	BCL7B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
B-cell CLL/lymphoma 7B	hgnc:1005	BCL7B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL tumor suppressor 7B	hgnc:1005	BCL7B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL7B, BAF complex component	hgnc:1005	BCL7B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL7B	hgnc:1005	BCL7B	rdfs:label		pubmed:23644491,pubmed:8605326,pubmed:9806765	hgnc
RNS4	hgnc:10050	RNASEL	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
PRCA1	hgnc:10050	RNASEL	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
prostate cancer 1	hgnc:10050	RNASEL	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	hgnc:10050	RNASEL	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
RNASEL	hgnc:10050	RNASEL	rdfs:label		pubmed:7514564	hgnc
KIAA0262	hgnc:10055	RNF10	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RIE2	hgnc:10055	RNF10	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNF10	hgnc:10055	RNF10	rdfs:label			hgnc
CGI-123	hgnc:10056	RNF11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Sid1669p	hgnc:10056	RNF11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC51169	hgnc:10056	RNF11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNF11	hgnc:10056	RNF11	rdfs:label		pubmed:10673045,pubmed:10810093	hgnc
RZF	hgnc:10057	RNF13	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNF13	hgnc:10057	RNF13	rdfs:label			hgnc
ARA54	hgnc:10058	RNF14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HFB30	hgnc:10058	RNF14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
TRIAD2	hgnc:10058	RNF14	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNF14	hgnc:10058	RNF14	rdfs:label		pubmed:10085091,pubmed:10320776	hgnc
RORET	hgnc:10059	TRIM38	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
RNF15	hgnc:10059	TRIM38	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ring finger protein 15	hgnc:10059	TRIM38	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
tripartite motif-containing 38	hgnc:10059	TRIM38	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
TRIM38	hgnc:10059	TRIM38	rdfs:label			hgnc
SMARCJ3	hgnc:1006	BCL7C	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
B-cell CLL/lymphoma 7C	hgnc:1006	BCL7C	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL tumor suppressor 7C	hgnc:1006	BCL7C	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL7C, BAF complex component	hgnc:1006	BCL7C	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BCL7C	hgnc:1006	BCL7C	rdfs:label		pubmed:23644491,pubmed:9931421	hgnc
Mmip-2	hgnc:10060	RNF17	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SPATA23	hgnc:10060	RNF17	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
FLJ11045	hgnc:10060	RNF17	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
spermatogenesis associated 23	hgnc:10060	RNF17	oboInOwl:hasRelatedSynonym			hgnc
TDRD4	hgnc:10060	RNF17	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
tudor domain containing 4	hgnc:10060	RNF17	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
