text	curie	name	predicate	type	provenance	source
viscosity-average molar mass	goldbook:12220	viscosity-average molar mass	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
apparent molar mass	goldbook:12221	apparent molar mass	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
cumulative number distribution	goldbook:12222	cumulative number-distribution function	oboInOwl:hasRelatedSynonym			goldbook
integral number distribution	goldbook:12222	cumulative number-distribution function	oboInOwl:hasRelatedSynonym			goldbook
integral number-distribution function	goldbook:12222	cumulative number-distribution function	oboInOwl:hasRelatedSynonym			goldbook
cumulative number-distribution function	goldbook:12222	cumulative number-distribution function	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
cumulative mass distribution	goldbook:12223	cumulative mass-distribution function	oboInOwl:hasRelatedSynonym			goldbook
integral mass distribution	goldbook:12223	cumulative mass-distribution function	oboInOwl:hasRelatedSynonym			goldbook
integral mass-distribution function	goldbook:12223	cumulative mass-distribution function	oboInOwl:hasRelatedSynonym			goldbook
cumulative mass-distribution function	goldbook:12223	cumulative mass-distribution function	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
molecular-weight dispersity	goldbook:12224	molar-mass dispersity	oboInOwl:hasRelatedSynonym			goldbook
relative-molar-mass dispersity	goldbook:12224	molar-mass dispersity	oboInOwl:hasRelatedSynonym			goldbook
relative-molecular-mass dispersity	goldbook:12224	molar-mass dispersity	oboInOwl:hasRelatedSynonym			goldbook
molar-mass dispersity	goldbook:12224	molar-mass dispersity	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
degree-of-polymerisation dispersity	goldbook:12225	degree-of-polymerisation dispersity	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
dispersity	goldbook:12226	dispersity	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
semi-dilute solution	goldbook:12228	semi-dilute solution	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
concentrated solution	goldbook:12229	concentrated solution	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
entanglement	goldbook:12230	entanglement	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
mesh size	goldbook:12231	mesh size	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
blob	goldbook:12232	blob	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
scaling law	goldbook:12233	scaling law	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
free volume	goldbook:12234	free volume	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
mean-field theory	goldbook:12235	mean-field theory	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
co-nonsolvency	goldbook:12236	co-nonsolvency	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
osmometer	goldbook:12237	osmometer	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
osmometry	goldbook:12238	osmometry	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
virial coefficient of the chemical potential	goldbook:12239	osmotic virial coefficient	oboInOwl:hasRelatedSynonym			goldbook
osmotic virial coefficient	goldbook:12239	osmotic virial coefficient	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
binodal curve	goldbook:12240	binodal	oboInOwl:hasRelatedSynonym			goldbook
coexistence curve	goldbook:12240	binodal	oboInOwl:hasRelatedSynonym			goldbook
binodal	goldbook:12240	binodal	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
cloud point	goldbook:12241	cloud point	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
cloud-point curve	goldbook:12242	cloud-point curve	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
cloud-point temperature	goldbook:12243	cloud-point temperature	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
LCST	goldbook:12244	lower critical solution temperature	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
lower critical solution temperature	goldbook:12244	lower critical solution temperature	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
translational diffusion	goldbook:12245	translational diffusion	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
frictional coefficient (in polymer science)	goldbook:12246	translational frictional coefficient	oboInOwl:hasRelatedSynonym			goldbook
translational frictional coefficient	goldbook:12246	translational frictional coefficient	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
diffusion coefficient (in polymer science)	goldbook:12247	translational diffusion coefficient	oboInOwl:hasRelatedSynonym			goldbook
translational diffusion coefficient	goldbook:12247	translational diffusion coefficient	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
rotational frictional coefficient	goldbook:12248	rotational frictional coefficient	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
sedimentation-equilibrium method	goldbook:12249	equilibrium sedimentation method	oboInOwl:hasRelatedSynonym			goldbook
equilibrium sedimentation method	goldbook:12249	equilibrium sedimentation method	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
sedimentation equilibrium in a density gradient	goldbook:12250	equilibrium sedimentation in a density gradient	oboInOwl:hasRelatedSynonym			goldbook
equilibrium sedimentation in a density gradient	goldbook:12250	equilibrium sedimentation in a density gradient	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Kraemer equation	goldbook:12251	Kraemer equation	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Kraemer coefficient	goldbook:12252	Kraemer coefficient	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
hydrodynamic interaction	goldbook:12253	hydrodynamic interaction	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
freely draining	goldbook:12254	free-draining	oboInOwl:hasRelatedSynonym			goldbook
free-draining	goldbook:12254	free-draining	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
non-free-draining	goldbook:12255	impermeable	oboInOwl:hasRelatedSynonym			goldbook
impermeable	goldbook:12255	impermeable	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
partially draining	goldbook:12256	partial free-draining	oboInOwl:hasRelatedSynonym			goldbook
partial free-draining	goldbook:12256	partial free-draining	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
equivalent hydrodynamic volume	goldbook:12257	equivalent hydrodynamic volume	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
equivalent hydrodynamic radius	goldbook:12258	equivalent hydrodynamic radius	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Stokes equation	goldbook:12259	Stokes equation	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Stokes–Einstein equation	goldbook:12260	Stokes–Einstein equation	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Perrin equation	goldbook:12261	Perrin equation	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
bead-rod model	goldbook:12262	pearl-necklace model	oboInOwl:hasRelatedSynonym			goldbook
pearl-necklace model	goldbook:12262	pearl-necklace model	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Kirkwood–Riseman theory	goldbook:12263	Kirkwood–Riseman theory	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Flory–Fox assumption	goldbook:12264	Flory–Fox assumption	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Flory–Fox equation	goldbook:12265	Flory–Fox equation	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Rouse theory	goldbook:12266	Rouse theory	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
Rouse chain	goldbook:12267	Rouse chain	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
reptation	goldbook:12268	reptation	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
tube model	goldbook:12269	tube model	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
tube renewal	goldbook:12270	tube renewal	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
primitive chain	goldbook:12271	primitive chain	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
uniform dispersion	goldbook:12272	uniform dispersion	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
non-uniform dispersion	goldbook:12273	non-uniform dispersion	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
SLS	goldbook:12274	static light scattering	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
static light scattering	goldbook:12274	static light scattering	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
DLS	goldbook:12275	dynamic light scattering	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
photon-correlation spectroscopy (PCS)	goldbook:12275	dynamic light scattering	oboInOwl:hasRelatedSynonym			goldbook
quasi-elastic light scattering (QELS)	goldbook:12275	dynamic light scattering	oboInOwl:hasRelatedSynonym			goldbook
dynamic light scattering	goldbook:12275	dynamic light scattering	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
small molecule	goldbook:12276	small molecule	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
large molecule	goldbook:12277	large molecule	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
excess scattering	goldbook:12278	excess scattering	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
static structure factor	goldbook:12279	static structure factor	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
dynamic structure factor	goldbook:12280	dynamic structure factor	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
elution time	goldbook:12281	elution time	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
elution volume	goldbook:12282	elution volume	rdfs:label		doi:10.1515/pac-2013-0201	goldbook
transfer coefficient	goldbook:12283	transfer coefficient	rdfs:label		doi:10.1515/pac-2014-5025	goldbook
combined technique	goldbook:12284	combined technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
CRTA	goldbook:12285	controlled-rate thermal analysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
controlled-rate thermal analysis	goldbook:12285	controlled-rate thermal analysis	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
controlled temperature program	goldbook:12286	controlled temperature program	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
cooling curve	goldbook:12287	cooling curve	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
derivative technique	goldbook:12288	derivative technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
DEA	goldbook:12289	dielectric thermal analysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
dielectric thermal analysis	goldbook:12289	dielectric thermal analysis	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
differential technique	goldbook:12290	differential technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
DSC	goldbook:12291	heat-flow differential scanning calorimetry	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
heat-flow DSC	goldbook:12291	heat-flow differential scanning calorimetry	oboInOwl:hasRelatedSynonym			goldbook
heat-flow differential scanning calorimetry	goldbook:12291	heat-flow differential scanning calorimetry	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
DSC	goldbook:12292	power compensation differential scanning calorimetry	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
power compensation DSC	goldbook:12292	power compensation differential scanning calorimetry	oboInOwl:hasRelatedSynonym			goldbook
power compensation differential scanning calorimetry	goldbook:12292	power compensation differential scanning calorimetry	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
dynamic technique	goldbook:12293	dynamic technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
DMA	goldbook:12294	dynamic mechanical analysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
dynamic mechanical analysis	goldbook:12294	dynamic mechanical analysis	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
gas flow	goldbook:12295	gas flow	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
isothermal technique	goldbook:12296	isothermal technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
material	goldbook:12297	material	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
micro- technique	goldbook:12298	micro- technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
modulated technique	goldbook:12299	modulated technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
MT	goldbook:12300	modulated temperature technique	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
modulated temperature technique	goldbook:12300	modulated temperature technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
photo- technique	goldbook:12301	photo- technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
sample controlled technique	goldbook:12302	sample controlled technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermal analysis curve	goldbook:12303	scan	oboInOwl:hasRelatedSynonym			goldbook
scan	goldbook:12303	scan	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
scanning technique	goldbook:12304	scanning technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
scanning calorimetry	goldbook:12305	scanning calorimetry	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
simultaneous technique	goldbook:12306	simultaneous technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
static technique	goldbook:12307	static technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
stepwise technique	goldbook:12308	stepwise technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
tan $\delta$	goldbook:12309	tan $\delta$	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
TPD	goldbook:12310	temperature-programmed desorption	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
temperature-programmed desorption	goldbook:12310	temperature-programmed desorption	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
TPO	goldbook:12311	temperature-programmed oxidation	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
temperature-programmed oxidation	goldbook:12311	temperature-programmed oxidation	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
TPR	goldbook:12312	temperature-programmed reduction	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
temperature-programmed reduction	goldbook:12312	temperature-programmed reduction	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermoanalytical curve	goldbook:12313	thermal curve	oboInOwl:hasRelatedSynonym			goldbook
thermal curve	goldbook:12313	thermal curve	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
TSC	goldbook:12314	thermally stimulated current	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
thermally stimulated current	goldbook:12314	thermally stimulated current	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermally stimulated depolarisation	goldbook:12315	thermally stimulated depolarisation	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermo- technique	goldbook:12316	thermo- technique	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermoanalytical	goldbook:12317	thermoanalytical	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermodiffractometry	goldbook:12318	thermodiffractometry	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
TGA	goldbook:12319	thermogravimetric analysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
thermogravimetry (TG)	goldbook:12319	thermogravimetric analysis	oboInOwl:hasRelatedSynonym			goldbook
thermogravimetric analysis	goldbook:12319	thermogravimetric analysis	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermomanometry	goldbook:12320	thermomanometry	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
TMA	goldbook:12321	thermomechanical analysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
thermomechanical analysis	goldbook:12321	thermomechanical analysis	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermomicroscopy	goldbook:12322	thermomicroscopy	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
thermospectrometry	goldbook:12323	thermospectrometry	rdfs:label		doi:10.1515/pac-2012-0609	goldbook
AQUA	goldbook:12324	absolute quantitation of proteins	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
absolute quantitation of proteins	goldbook:12324	absolute quantitation of proteins	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
accelerating potential	goldbook:12325	accelerating potential	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
accurate mass	goldbook:12326	accurate mass	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
accurate mass tag	goldbook:12327	accurate mass tag	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
a-ion	goldbook:12328	a-ion	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
alkyl cation	goldbook:12329	alkyl cation	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
AGHIS	goldbook:12330	all-glass heated inlet system	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
all-glass heated inlet system	goldbook:12330	all-glass heated inlet system	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
allyl cation	goldbook:12331	allyl cation	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
ambient ionization	goldbook:12332	ambient ionization	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
ambient mass spectrometry	goldbook:12333	ambient mass spectrometry	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
angle resolved mass spectrometry	goldbook:12334	angle resolved mass spectrometry	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
anionized molecule	goldbook:12335	anionized molecule	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
APCI	goldbook:12336	atmospheric pressure chemical ionization	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
atmospheric pressure chemical ionization	goldbook:12336	atmospheric pressure chemical ionization	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
AP MALDI	goldbook:12337	atmospheric pressure matrix-assisted laser desorption/ionization	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
atmospheric pressure matrix-assisted laser desorption/ionization	goldbook:12337	atmospheric pressure matrix-assisted laser desorption/ionization	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
APPI	goldbook:12338	atmospheric pressure photoionization	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
atmospheric pressure photoionization	goldbook:12338	atmospheric pressure photoionization	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
autodetachment	goldbook:12339	autodetachment	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
auxiliary gas	goldbook:12340	auxiliary gas	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
average mass	goldbook:12341	average mass	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
axial ejection	goldbook:12342	axial ejection	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
axialization	goldbook:12343	axialization	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
BPC	goldbook:12344	base peak chromatogram	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
base peak ion chromatogram	goldbook:12344	base peak chromatogram	oboInOwl:hasRelatedSynonym			goldbook
base peak chromatogram	goldbook:12344	base peak chromatogram	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
beam mass spectrometer	goldbook:12345	beam mass spectrometer	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
benzyl ion	goldbook:12346	benzyl ion	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
b-ion	goldbook:12347	b-ion	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
BIRD	goldbook:12348	blackbody infrared radiative dissociation	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
blackbody infrared radiative dissociation	goldbook:12348	blackbody infrared radiative dissociation	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
Brubaker pre-filter	goldbook:12349	Brubaker lens	oboInOwl:hasRelatedSynonym			goldbook
Brubaker lens	goldbook:12349	Brubaker lens	rdfs:label		doi:10.1351/PAC-REC-06-04-06	goldbook
bath gas	goldbook:12350	buffer gas	oboInOwl:hasRelatedSynonym			goldbook
