identifier	name	definition	synonyms	alts	parents	species
colipacy	O-antigen bound to core oligosaccharide lipid A (Synechococcus elongatus 7942)			bigg.metabolite:colipacy_p		
colipamin	Core-oligosaccharide-lipid-A min			bigg.metabolite:colipamin_e		
colipamin	Core-oligosaccharide-lipid-A min			bigg.metabolite:colipamin_c		
colipamin	Core-oligosaccharide-lipid-A min			bigg.metabolite:colipamin_p		
colipap	Core oligosaccharide lipid A diphosphate			bigg.metabolite:colipap_e		
colipap	Core oligosaccharide lipid A diphosphate			bigg.metabolite:colipap_p		
com	Coenzyme m			bigg.metabolite:com_c		
confrl	Coniferol			bigg.metabolite:confrl_e		
confrl	Coniferol			bigg.metabolite:confrl_c		
confrl	Coniferol			bigg.metabolite:confrl_p		
conialdh	Coniferyl aldehyde			bigg.metabolite:conialdh_c		
copre2	Cobalt-precorrin-2			bigg.metabolite:codscl2|bigg.metabolite:codscl2_c|bigg.metabolite:copre2_c		
copre3	Cobalt-precorrin 3			bigg.metabolite:codscl3|bigg.metabolite:codscl3_c|bigg.metabolite:copre3_c		
copre4	Cobalt-precorrin 4			bigg.metabolite:codscl4|bigg.metabolite:codscl4_c|bigg.metabolite:copre4_c		
copre5	Cobalt-precorrin 5			bigg.metabolite:copre5_c		
copre6	Cobalt-precorrin 6			bigg.metabolite:codscl6a|bigg.metabolite:codscl6a_c|bigg.metabolite:copre6_c		
copre8	Cobalt-precorrin 8			bigg.metabolite:copre8_c		
coprost	Coprostanol			bigg.metabolite:coprost_c		
coprost	Coprostanol			bigg.metabolite:coprost_e		
core2	Core2 g			bigg.metabolite:core2_g		
core3	Core3 g			bigg.metabolite:core3_g		
core4	Core4 g			bigg.metabolite:core4_g		
core4	Core4 g			bigg.metabolite:core4_e		
core5	Core5 g			bigg.metabolite:core5_g		
core5	Core5 g			bigg.metabolite:core5_e		
core5	Core5 g			bigg.metabolite:core5_c		
core6	Core6 g			bigg.metabolite:core6_g		
core6	Core6 g			bigg.metabolite:core6_l		
core7	Core7 g			bigg.metabolite:core7_e		
core7	Core7 g			bigg.metabolite:core7_g		
core7	Core7 g			bigg.metabolite:core7_c		
core8	Core8 g			bigg.metabolite:core8_g		
core8	Core8 g			bigg.metabolite:core8_e		
core8	Core8 g			bigg.metabolite:core8_c		
core_lps_hp	Core lps hp			bigg.metabolite:core_lps_hp_c		
cortsn	Cortsn r			bigg.metabolite:cortsn_e		
cortsn	Cortsn r			bigg.metabolite:cortsn_r		
cortsn	Cortsn r			bigg.metabolite:cortsn_c		
coucoa	P coumaroyl CoA C30H38N7O18P3S1			bigg.metabolite:4cmcoa|bigg.metabolite:4cmcoa_c|bigg.metabolite:coucoa_c		
coucoa	P coumaroyl CoA C30H38N7O18P3S1			bigg.metabolite:coucoa_m		
coumarin	Coumarin; 2H-1-Benzopyran-2-one			bigg.metabolite:coumarin_c		
coumarin	Coumarin; 2H-1-Benzopyran-2-one			bigg.metabolite:coumarin_e		
cpe160	Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)			bigg.metabolite:cpe160_c		
cpe180	Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)			bigg.metabolite:cpe180_c		
cpg160	Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)			bigg.metabolite:cpg160_c		
cpg180	Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)			bigg.metabolite:cpg180_c		
cpgn	Coprogen			bigg.metabolite:cpgn_c		
cpgn	Coprogen			bigg.metabolite:cpgn_p		
cpgn	Coprogen			bigg.metabolite:cpgn_e		
cpgn_un	Coprogen unloaded (no Fe(III))			bigg.metabolite:cpgn_DASH_un_c|bigg.metabolite:cpgn__un_c|bigg.metabolite:cpgn_un_c		
cpgn_un	Coprogen unloaded (no Fe(III))			bigg.metabolite:cpgn_DASH_un_p|bigg.metabolite:cpgn__un_p|bigg.metabolite:cpgn_un_p		
cpgn_un	Coprogen unloaded (no Fe(III))			bigg.metabolite:cpgn_DASH_un_e|bigg.metabolite:cpgn__un_e|bigg.metabolite:cpgn_un_e		
